stshortname,stname,stcode,stdate1,stdate2,stroadname,stroadcode,stcountry,stcountrycode
ХУДОЕЛАНСКАЯ,ХУДОЕЛАНСКАЯ,92150,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
КАСЬЯНОВКА,КАСЬЯНОВКА,93140,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
КУТУЛИК,КУТУЛИК,93060,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ТАКСИМО,ТАКСИМО,90440,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
КУНЕРМА,КУНЕРМА,90300,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
УЛЬКАН,УЛЬКАН,90290,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
КЮХЕЛЬБЕКЕРС,КЮХЕЛЬБЕКЕРСКАЯ,90380,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
УЛАН-УДЭ П.,УЛАН-УДЭ-ПЕРЕВАЛКА,93600,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ЗАУДИНСКИЙ,ЗАУДИНСКИЙ,93570,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
СЕВЕРОБАЙКАЛ,СЕВЕРОБАЙКАЛЬСК,90320,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ИЗЫКАН,ИЗЫКАН,92400,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
НАУШ(ЭК.КЖД),НАУШКИ (ЭКСП. КЖД ),93730,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ПАРЧУМ,ПАРЧУМ,92350,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
МОГЗОН,МОГЗОН,94130,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
КРУЧИНА,КРУЧИНА,94260,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ТАРБАГАТАЙ,ТАРБАГАТАЙ,94040,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
БЕЗРЕЧНАЯ,БЕЗРЕЧНАЯ,94440,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
МАДАЛАН,МАДАЛАН,95140,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ДАРАСУН,ДАРАСУН,94290,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
КАРЫМСКАЯ,КАРЫМСКАЯ,94310,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
БУКАЧАЧА,БУКАЧАЧА,94930,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
МАГДАГАЧИ,МАГДАГАЧИ,95250,15.01.2004,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
НОВОПАВЛОВКА,НОВОПАВЛОВКА,94050,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ГОЛУБИЧНАЯ,ГОЛУБИЧНАЯ,94170,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
МУХИНСКАЯ,МУХИНСКАЯ,95310,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
БЛАГОВЕЩ(ЭК),БЛАГОВЕЩЕНСК (ЭКСП.),95490,05.09.2006,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ЧЕРНЫШ-ЗАБ,ЧЕРНЫШЕВСК-ЗАБАЙКАЛЬСКИЙ,94910,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
МАРГУЦЕК,МАРГУЦЕК,94580,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ХИЛОК,ХИЛОК,94090,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ТАЛДАН,ТАЛДАН,95220,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ЗАБАЙ(ЭК.ЗЧ),ЗАБАЙКАЛЬСК (ЭКСП.ЗЧ),94710,12.01.2007,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ЧАЛГАНЫ,ЧАЛГАНЫ,95280,10.12.2008,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ГЫРШЕЛУН,ГЫРШЕЛУН,94100,01.07.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ЕРОФЕЙ ПАВЛ.,ЕРОФЕЙ ПАВЛОВИЧ,95120,10.12.2008,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ПОЯРКОВО-ПЕР,ПОЯРКОВО-ПЕРЕВАЛКА,95610,02.02.2001,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ГОНЖА,ГОНЖА,95240,01.11.2009,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ПОЗДЕЕВКА,ПОЗДЕЕВКА,95530,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ПОЯРКОВО,ПОЯРКОВО,95600,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ЧИТА 1,ЧИТА 1,94000,01.11.2009,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
УШУМУН,УШУМУН,95290,26.11.2008,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
АДРИАНОВКА,АДРИАНОВКА,94330,06.10.2010,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
БАМОВСКАЯ,БАМОВСКАЯ,95160,01.04.2007,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ПОЯРКОВО Э.,ПОЯРКОВО (ЭКСП.),95620,30.07.2011,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
БЛАГОВЕЩ-ПЕР,БЛАГОВЕЩЕНСК-ПЕРЕВАЛКА,95480,18.09.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ЗАБАЙКАЛЬСК,ЗАБАЙКАЛЬСК,94680,20.12.2011 14:20:49,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
НЕРЧИНСК,НЕРЧИНСК,94830,12.09.2008,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
СИВАКИ,СИВАКИ,95300,01.11.2009,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
РАЙЧИХИНСК,РАЙЧИХИНСК,95690,26.11.2008,17.01.2012,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ПРИИСКОВАЯ,ПРИИСКОВАЯ,94810,26.11.2008,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
КРАСНОКАМЕН.,КРАСНОКАМЕНСК,94620,27.08.2008,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ЗАВИТАЯ,ЗАВИТАЯ,95560,24.08.2008,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
БУРЕЯ,БУРЕЯ,95630,26.11.2008,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
СОЛОВЬЕВ(ЭК),СОЛОВЬЕВСК (ЭКСП. ),94500,06.09.2006,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
БАДА,БАДА,94070,24.08.2008,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ТЫГДА,ТЫГДА,95270,15.01.2004,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ХОЛОД.КЛЮЧ,ХОЛОДНЫЙ КЛЮЧ,95670,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ЗАБ(ЭК.ДСВН),ЗАБАЙКАЛЬСК (ЭКСП. ДСВН),94690,12.01.2007,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ЗАБ(ЭК.КЖД),ЗАБАЙКАЛЬСК (ЭКСП.КЖД),94700,05.09.2006,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ЕКАТЕРИНОСЛ.,ЕКАТЕРИНОСЛАВКА,95540,01.03.2004,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
БОРЗЯ,БОРЗЯ,94470,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ЯСНАЯ,ЯСНАЯ,94410,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
БЕРЕЗОВ-ВОС,БЕРЕЗОВСКИЙ-ВОСТОЧНЫЙ,95440,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ТОМИЧИ,ТОМИЧИ,95420,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ОЛОВЯННАЯ,ОЛОВЯННАЯ,94390,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ГУДАЧИ,ГУДАЧИ,95230,01.11.2009,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
УСТЬ-ПЕРА,УСТЬ-ПЕРА,95350,01.03.2004,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
КАДАЛА,КАДАЛА,94210,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ЧЕРНОВСКАЯ,ЧЕРНОВСКАЯ,94200,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ЖИПХЕГЕН,ЖИПХЕГЕН,94080,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ПРИАРГУНСК,ПРИАРГУНСК,94610,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ПЕТРОВ.ЗАВОД,ПЕТРОВСКИЙ ЗАВОД,94010,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
БАЛЯГА,БАЛЯГА,94030,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
АМУРСКАЯ,АМУРСКАЯ,95650,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
СРЕДНЕБЕЛАЯ,СРЕДНЕБЕЛАЯ,95430,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
АТАМАНОВКА,АТАМАНОВКА,94250,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
КСЕНЬЕВСКАЯ,КСЕНЬЕВСКАЯ,95060,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
УРЮМ,УРЮМ,95040,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
МАККАВЕЕВО,МАККАВЕЕВО,94280,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
РАЗЪЕЗД № 71,РАЗЪЕЗД № 71,94370,11.09.2006,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ДОМНА,ДОМНА,94190,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
МОГОЙТУЙ,МОГОЙТУЙ,94340,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ПРИЗЕЙСКАЯ,ПРИЗЕЙСКАЯ,95450,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
АРГА,АРГА,95400,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
МИХ-ЧЕСНОК,МИХАЙЛО-ЧЕСНОКОВСКАЯ,95370,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ТАПТУГАРЫ,ТАПТУГАРЫ,95090,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
БЛАГОВЕЩЕНСК,БЛАГОВЕЩЕНСК,95470,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
СЕРЫШЕВО,СЕРЫШЕВО,95410,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
СКОВОРОДИНО,СКОВОРОДИНО,95170,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
УРУША,УРУША,95130,26.03.2001,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
МОГОЧА,МОГОЧА,95080,15.10.2003,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ДАКТУЙ,ДАКТУЙ,95260,01.11.2009,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ШИМАНОВСКАЯ,ШИМАНОВСКАЯ,95320,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ХУШЕНГА,ХУШЕНГА,94110,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ДОСАТУЙ,ДОСАТУЙ,94600,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
БЫРКА,БЫРКА,94420,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
СОХОНДО,СОХОНДО,94140,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ХАРАГУН,ХАРАГУН,94120,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ЯСНОГОРСК-ЗБ,ЯСНОГОРСК-ЗАБАЙКАЛЬСКИЙ,94400,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ХОХОТУЙ,ХОХОТУЙ,94060,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
МИХ-ЧЕСН-ПЕР,МИХАЙЛО-ЧЕСНОКОВСКАЯ-ПЕРЕВАЛКА,95380,02.02.2001,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ХАРАНОР,ХАРАНОР,94540,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ЖИРЕКЕН,ЖИРЕКЕН,94950,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
НОВАЯ,НОВАЯ,94270,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
УРУЛЮНГУЙ,УРУЛЮНГУЙ,94590,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ДАУРИЯ,ДАУРИЯ,94660,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
СТЕПЬ,СТЕПЬ,94380,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
АНТИПИХА,АНТИПИХА,94230,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
СОЛНЦЕВАЯ,СОЛНЦЕВАЯ,94770,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ТАХТАМЫГДА,ТАХТАМЫГДА,95150,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
СРЕТЕНСК,СРЕТЕНСК,94870,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ВОЗЖАЕВКА,ВОЗЖАЕВКА,95520,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
СОЛОВЬЕВСК,СОЛОВЬЕВСК,94490,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ЛЕДЯНАЯ,ЛЕДЯНАЯ,95330,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ШАХТЕРСКАЯ,ШАХТЕРСКАЯ,94460,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
МОХОВАЯ ПАДЬ,МОХОВАЯ ПАДЬ,95460,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
СБЕГА,СБЕГА,95050,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ШИЛКА-ТОВ,ШИЛКА-ТОВАРНАЯ,94790,09.07.2001,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
АМАЗАР,АМАЗАР,95110,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
СЕМИОЗЕРНЫЙ,СЕМИОЗЕРНЫЙ,95100,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ЗИЛОВО,ЗИЛОВО,94960,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
БЕЛОГОРСК,БЕЛОГОРСК,95000,02.06.2003,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
БОЛЬШ. НЕВЕР,БОЛЬШОЙ НЕВЕР,95210,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ГОНГОТА,ГОНГОТА,94150,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
КАЗАНОВО,КАЗАНОВО,94780,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
УРУЛЬГА,УРУЛЬГА,94750,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ЛЕСНАЯ,ЛЕСНАЯ,94160,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
БЕЛОГОРСК 2,БЕЛОГОРСК 2,95010,01.08.2000,01.01.3000,ЗАБАЙКАЛЬСКАЯ,94,Российская Федерация,643
ВОЛОЧАЕВКА 1,ВОЛОЧАЕВКА 1,96350,01.08.2000,01.01.3000,ДАЛЬНЕВОСТОЧНАЯ,96,Российская Федерация,643
ЭЛЬБАН,ЭЛЬБАН,96510,01.08.2000,01.01.3000,ДАЛЬНЕВОСТОЧНАЯ,96,Российская Федерация,643
КОМС-НА-АМУР,КОМСОМОЛЬСК-НА-АМУРЕ,96010,10.09.2008,01.01.3000,ДАЛЬНЕВОСТОЧНАЯ,96,Российская Федерация,643
ГУРСКОЕ,ГУРСКОЕ,96620,01.08.2000,01.01.3000,ДАЛЬНЕВОСТОЧНАЯ,96,Российская Федерация,643
ВОЛОЧАЕВКА 2,ВОЛОЧАЕВКА 2,96380,02.04.2003,01.01.3000,ДАЛЬНЕВОСТОЧНАЯ,96,Российская Федерация,643
МЫС-ЧУРКИН,МЫС-ЧУРКИН,98080,01.05.2007,01.01.3000,ДАЛЬНЕВОСТОЧНАЯ,96,Российская Федерация,643
