stshortname,stname,stcode,stdate1,stdate2,stroadname,stroadcode,stcountry,stcountrycode
ЕНИСЕЙ-ПЕРЕВ,ЕНИСЕЙ-ПЕРЕВАЛКА,89150,06.02.2003,01.01.3000,КРАСНОЯРСКАЯ,88,Российская Федерация,643
ЗЛОБИНО-ПЕР,ЗЛОБИНО-ПЕРЕВАЛКА,89190,07.02.2003,01.01.3000,КРАСНОЯРСКАЯ,88,Российская Федерация,643
ТАМТАЧЕТ,ТАМТАЧЕТ,89530,06.02.2003,01.01.3000,КРАСНОЯРСКАЯ,88,Российская Федерация,643
КАРАБУЛА,КАРАБУЛА,89580,07.02.2003,01.01.3000,КРАСНОЯРСКАЯ,88,Российская Федерация,643
ИНГАШСКАЯ,ИНГАШСКАЯ,89390,07.02.2003,01.01.3000,КРАСНОЯРСКАЯ,88,Российская Федерация,643
ЗЕРЦАЛЫ,ЗЕРЦАЛЫ,88100,10.02.2003,01.01.3000,КРАСНОЯРСКАЯ,88,Российская Федерация,643
ПОДСИНИЙ,ПОДСИНИЙ,88820,01.08.2000,01.01.3000,КРАСНОЯРСКАЯ,88,Российская Федерация,643
ШИРА,ШИРА,88550,01.02.2003,01.01.3000,КРАСНОЯРСКАЯ,88,Российская Федерация,643
АЧИНСК 1,АЧИНСК 1,88000,10.02.2003,01.01.3000,КРАСНОЯРСКАЯ,88,Российская Федерация,643
СОН,СОН,88570,01.02.2003,01.01.3000,КРАСНОЯРСКАЯ,88,Российская Федерация,643
БОЛЬШАЯ ИРБА,БОЛЬШАЯ ИРБА,88920,01.08.2000,01.01.3000,КРАСНОЯРСКАЯ,88,Российская Федерация,643
ЧУНОЯР,ЧУНОЯР,89540,06.02.2003,01.01.3000,КРАСНОЯРСКАЯ,88,Российская Федерация,643
ЧУЛЬЖАН(РЗД),ЧУЛЬЖАН (РЗД),88630,12.09.2006,01.01.3000,КРАСНОЯРСКАЯ,88,Российская Федерация,643
МИНУСИНСК,МИНУСИНСК,88830,01.08.2000,01.01.3000,КРАСНОЯРСКАЯ,88,Российская Федерация,643
ИРБЕЙСКАЯ,ИРБЕЙСКАЯ,88930,30.12.2002,01.01.3000,КРАСНОЯРСКАЯ,88,Российская Федерация,643
НАЗАРОВО,НАЗАРОВО,88400,10.02.2003,01.01.3000,КРАСНОЯРСКАЯ,88,Российская Федерация,643
ДИВНОГОРСК,ДИВНОГОРСК,89170,06.02.2003,01.01.3000,КРАСНОЯРСКАЯ,88,Российская Федерация,643
ЗЛОБИНО,ЗЛОБИНО,89180,06.02.2003,01.01.3000,КРАСНОЯРСКАЯ,88,Российская Федерация,643
ЧЕРМАНЧЕТ,ЧЕРМАНЧЕТ,89500,06.02.2003,01.01.3000,КРАСНОЯРСКАЯ,88,Российская Федерация,643
ЕРБИНСКАЯ,ЕРБИНСКАЯ,88580,01.02.2003,01.01.3000,КРАСНОЯРСКАЯ,88,Российская Федерация,643
БЕЛЬТЫРЫ,БЕЛЬТЫРЫ,88720,01.08.2000,01.01.3000,КРАСНОЯРСКАЯ,88,Российская Федерация,643
КРАСНОЯРСК-В,КРАСНОЯРСК-ВОСТОЧНЫЙ,89020,07.02.2003,01.01.3000,КРАСНОЯРСКАЯ,88,Российская Федерация,643
КУЧЕТКАН,КУЧЕТКАН,89570,01.01.2007,01.01.3000,КРАСНОЯРСКАЯ,88,Российская Федерация,643
ЩЕТИНКИНО,ЩЕТИНКИНО,88880,01.08.2000,01.01.3000,КРАСНОЯРСКАЯ,88,Российская Федерация,643
МАНА,МАНА,88890,01.08.2000,01.01.3000,КРАСНОЯРСКАЯ,88,Российская Федерация,643
ДУБИНИНО,ДУБИНИНО,88450,10.02.2003,01.01.3000,КРАСНОЯРСКАЯ,88,Российская Федерация,643
УЯР,УЯР,89270,06.02.2003,01.01.3000,КРАСНОЯРСКАЯ,88,Российская Федерация,643
ТОММОТ,ТОММОТ,91420,22.05.2006,01.01.3000,"ОАО АК""ЖЕЛЕЗНЫЕ ДОРОГИ ЯКУТИИ""",91,Российская Федерация,643
ЧУЛЬМАН(РЗД),ЧУЛЬМАН (РЗД),91360,22.05.2006,01.01.3000,"ОАО АК""ЖЕЛЕЗНЫЕ ДОРОГИ ЯКУТИИ""",91,Российская Федерация,643
КОСАРЕВ(РЗД),КОСАРЕВСКИЙ (РЗД),91390,22.05.2006,01.01.3000,"ОАО АК""ЖЕЛЕЗНЫЕ ДОРОГИ ЯКУТИИ""",91,Российская Федерация,643
ЧУЛЬБ. (РЗД),ЧУЛЬБАСС (РЗД),91370,22.05.2006,01.01.3000,"ОАО АК""ЖЕЛЕЗНЫЕ ДОРОГИ ЯКУТИИ""",91,Российская Федерация,643
АЛДАН,АЛДАН,91400,22.05.2006,01.01.3000,"ОАО АК""ЖЕЛЕЗНЫЕ ДОРОГИ ЯКУТИИ""",91,Российская Федерация,643
ДЕНИС(РЗД),ДЕНИСОВСКИЙ (РЗД),91350,24.01.2012,01.01.3000,"ОАО АК""ЖЕЛЕЗНЫЕ ДОРОГИ ЯКУТИИ""",91,Российская Федерация,643
ТЕНИСТ.(РЗД),ТЕНИСТЫЙ (РЗД),91380,22.05.2006,01.01.3000,"ОАО АК""ЖЕЛЕЗНЫЕ ДОРОГИ ЯКУТИИ""",91,Российская Федерация,643
КУРАНАХ,КУРАНАХ,91410,22.05.2006,01.01.3000,"ОАО АК""ЖЕЛЕЗНЫЕ ДОРОГИ ЯКУТИИ""",91,Российская Федерация,643
НЕР ГР СТР,НЕРЮНГРИ-ГРУЗОВАЯ ЖДЯ (СТР),91220,02.04.2014,01.01.3000,"ОАО АК""ЖЕЛЕЗНЫЕ ДОРОГИ ЯКУТИИ""",91,Российская Федерация,643
НЕРЮН-ГРУЗОВ,НЕРЮНГРИ-ГРУЗОВАЯ,91200,22.01.2008,01.01.3000,"ОАО АК""ЖЕЛЕЗНЫЕ ДОРОГИ ЯКУТИИ""",91,Российская Федерация,643
АЛЗАМАЙ,АЛЗАМАЙ,92070,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
КОРШУНИХА-АН,КОРШУНИХА-АНГАРСКАЯ,92570,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
БАТАРЕЙНАЯ,БАТАРЕЙНАЯ,93260,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
СЛЮДЯНКА 2,СЛЮДЯНКА 2,93310,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
БУДАГОВО,БУДАГОВО,92170,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ЗУЙ,ЗУЙ,93240,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
УТАЙ,УТАЙ,92180,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
СЕЛЕНГА,СЕЛЕНГА,93490,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
НАУШ(ЭК.МТЗ),"НАУШКИ (ЭКСП.МТЗ,КРОМЕ С.-БАТОР-У.-БАТО)",93700,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
КЕЖЕМСКАЯ,КЕЖЕМСКАЯ,92530,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ЗАЛАРИ,ЗАЛАРИ,93040,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
СЛЮДЯНКА 1,СЛЮДЯНКА 1,93330,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
МИНГАТУЙ,МИНГАТУЙ,92260,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ГОНЧАРОВО,ГОНЧАРОВО,93290,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ВОЕН.ГОРОДОК,ВОЕННЫЙ ГОРОДОК,93270,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
МЕГЕТ,МЕГЕТ,93250,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
КАЯ,КАЯ,93280,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ИКАБЬЯ,ИКАБЬЯ,90450,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
НЮРА,НЮРА,92210,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ЛЕНА-В-ПЕРЕВ,ЛЕНА-ВОСТОЧНАЯ (ПЕРЕВ.),92790,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ТАЛЬЦЫ,ТАЛЬЦЫ,93760,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
НОВОИЛЬИНСК,НОВОИЛЬИНСКИЙ,93810,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
СЕМИГОРСК,СЕМИГОРСК,92670,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
РУДНОГОРСК,РУДНОГОРСК,92620,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ЛЕНА-ВОСТОЧ,ЛЕНА-ВОСТОЧНАЯ,92780,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ЛЕНА-ПЕРЕВ.,ЛЕНА-ПЕРЕВАЛКА,92720,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
КИРЕНГА,КИРЕНГА,90270,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ПОЛОВИНА,ПОЛОВИНА,93150,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
МАКАРЬЕВО,МАКАРЬЕВО,93100,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ПЕРЕВОЗ,ПЕРЕВОЗ,92300,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
БАЙРОНОВКА,БАЙРОНОВКА,92040,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ИРКУТСК-СОРТ,ИРКУТСК-СОРТИРОВОЧНЫЙ,93000,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ТАТАУРОВО,ТАТАУРОВО,93520,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
МОСТОВОЙ,МОСТОВОЙ,93530,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ТАЛОВКА,ТАЛОВКА,93500,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ТАЙШЕТ,ТАЙШЕТ,92000,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ДИАБАЗОВЫЙ,ДИАБАЗОВЫЙ (РЗД),92650,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ГИДРОСТРОИТ.,ГИДРОСТРОИТЕЛЬ,92510,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
НОВОЧУНКА,НОВОЧУНКА,92370,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ЗВЕЗДНАЯ,ЗВЕЗДНАЯ,90220,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
РАЗГОН,РАЗГОН,92050,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ИГИРМА,ИГИРМА,92610,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
УСТЬ-ИЛИМСК,УСТЬ-ИЛИМСК,92640,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ПАДУН.ПОРОГИ,ПАДУНСКИЕ ПОРОГИ,92500,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
НИЖНЕАНГАРСК,НИЖНЕАНГАРСК,90330,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ЛЕНА,ЛЕНА,92710,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ТУРМА,ТУРМА,92430,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
БРАТСК,БРАТСК,92460,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ТЕЛЬМА,ТЕЛЬМА,93190,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
СУХОВСКАЯ,СУХОВСКАЯ,93220,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
КИТОЙ,КИТОЙ,93200,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ЗАГУСТАЙ,ЗАГУСТАЙ,93620,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
АНГАСОЛКА,АНГАСОЛКА,93320,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ШУБА,ШУБА,92230,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ВИДИМ,ВИДИМ,92540,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ТУЛЮШКА,ТУЛЮШКА,92250,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
УСОЛЬЕ-СИБРС,УСОЛЬЕ-СИБИРСКОЕ,93180,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ХАРИК,ХАРИК,92280,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
КУЛТУК-ПЕРЕВ,КУЛТУК-ПЕРЕВАЛКА,93350,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ПАШЕННЫЙ,ПАШЕННЫЙ,92520,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ЯКУРИМ,ЯКУРИМ,92760,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ТИМЛЮЙ,ТИМЛЮЙ,93480,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ЗИМА,ЗИМА,92310,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
НАУШ(ЭК.МТЗ),НАУШКИ (ЭКСП.МТЗ: УЛАН-БАТОР И ДАЛЕЕ),93710,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
СРЕДНЕИЛИМС.,СРЕДНЕИЛИМСКАЯ,92560,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ВЫДРИНО,ВЫДРИНО,93400,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ШЕРАГУЛЬ,ШЕРАГУЛЬ,92240,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
АНЗЕБИ,АНЗЕБИ,92490,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
СУЛЬФАТ,СУЛЬФАТ,93610,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
РЕЧУШКА,РЕЧУШКА,92590,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
НОВАЯ ЧАРА,НОВАЯ ЧАРА,90430,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ХАРАНХОЙ,ХАРАНХОЙ,93680,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
МЕРЗЛОТНАЯ,МЕРЗЛОТНАЯ,92680,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
НОВЫЙ УОЯН,НОВЫЙ УОЯН,90360,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ТУБИНСКАЯ,ТУБИНСКАЯ,92630,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ВИХОРЕВКА,ВИХОРЕВКА,92440,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ДЖИДА,ДЖИДА,93660,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ЛЕСОВОЗНЫЙ,ЛЕСОВОЗНЫЙ,93510,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ХИНГУЙ,ХИНГУЙ,92140,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
АЗЕЙ,АЗЕЙ,92220,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
МЕДВЕДЧИКОВО,МЕДВЕДЧИКОВО,93580,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ЯНТАЛЬ,ЯНТАЛЬ,92700,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
НИЯ,НИЯ,90230,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
РАЗЪЕЗД №9,РАЗЪЕЗД № 9,92360,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
БАРАТЫ,БАРАТЫ,93630,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ЗАМЗОР,ЗАМЗОР,92090,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
КИТОЙ-КОМБНТ,КИТОЙ-КОМБИНАТСКАЯ,93210,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
НАУШКИ,НАУШКИ,93690,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ХРЕБТОВАЯ,ХРЕБТОВАЯ,92580,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
КИМЕЛЬТЕЙ,КИМЕЛЬТЕЙ,92290,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
НЕБЕЛЬ(РЗД),НЕБЕЛЬ (РЗД),90250,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ТЫРЕТЬ,ТЫРЕТЬ,93030,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
СОХАТЫЙ(РЗД),СОХАТЫЙ (РЗД),92550,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ЧЕРЕМХОВО,ЧЕРЕМХОВО,93090,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
КУЛТУК,КУЛТУК,93340,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ИРКУТСК-ПАСС,ИРКУТСК-ПАССАЖИРСКИЙ,93010,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
КУАНДА,КУАНДА,90650,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
КЕШЕВО,КЕШЕВО,92420,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ТАРГИЗ,ТАРГИЗ,92410,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
МАКАРЬЕВО-ПР,МАКАРЬЕВО-ПЕРЕВАЛКА,93110,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
БАЙКАЛ-ПЕР,БАЙКАЛ-ПЕРЕВАЛКА,93370,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
САЯНТУЙ,САЯНТУЙ,93590,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
УДА 2,УДА 2,92130,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ТУЛУН,ТУЛУН,92200,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
КУЙТУН,КУЙТУН,92270,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
СОС.РОДНИКИ,СОСНОВЫЕ РОДНИКИ,92380,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
БАЙКАЛЬСК,БАЙКАЛЬСК,93380,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
УК,УК,92110,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
БАГУЛЬНАЯ,БАГУЛЬНАЯ,92450,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
БОЛЬШОЙ ЛУГ,БОЛЬШОЙ ЛУГ,93300,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
СЕВЕРОМУЙСК,СЕВЕРОМУЙСК,90570,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ГОРХОН,ГОРХОН,93820,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
НАУШ(Э.ДСВН),НАУШКИ (ЭКСП.ДСВН),93720,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ГУСИН.ОЗЕРО,ГУСИНОЕ ОЗЕРО,93640,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
МЫСОВАЯ,МЫСОВАЯ,93460,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ТОПОРОК,ТОПОРОК,92330,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ЮРТЫ,ЮРТЫ,92020,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
БИРЮСИНСК,БИРЮСИНСК,92010,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ЧЕЛУТАЙ,ЧЕЛУТАЙ,93790,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ДИВИЗИОННАЯ,ДИВИЗИОННАЯ,93540,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
БЕЛАЯ,БЕЛАЯ,93160,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ОКУНАЙС(РЗД),ОКУНАЙСКИЙ (РЗД),90280,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ОКУСИКАН,ОКУСИКАН,90400,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
АНГОЯ,АНГОЯ,90350,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ЯКУРИМ-ПЕРЕВ,ЯКУРИМ-ПЕРЕВАЛКА,92770,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ШЕБЕРТА,ШЕБЕРТА,92160,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
НИЖНЕУДИНСК,НИЖНЕУДИНСК,92120,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
РУЧЕЙ(РЗД),РУЧЕЙ (РЗД),92690,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
УЛАН-УДЭ,УЛАН-УДЭ,93550,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ПОСОЛЬСКАЯ,ПОСОЛЬСКАЯ,93470,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
КОТИК,КОТИК,92190,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ИЛЬКА,ИЛЬКА,93800,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ОНОХОЙ,ОНОХОЙ,93770,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
КЛЮЕВКА,КЛЮЕВКА,93450,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
БАЙКАЛ,БАЙКАЛ,93360,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
СУХОВСКАЯ-ЮЖ,СУХОВСКАЯ-ЮЖНАЯ,93230,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ШАЛУТЫ,ШАЛУТЫ,93560,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
СЕЛЕНДУМА,СЕЛЕНДУМА,93650,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ЗАИГРАЕВО,ЗАИГРАЕВО,93780,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
МАЛЬТА,МАЛЬТА,93170,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
ЧУНА,ЧУНА,92390,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
КИЧЕРА,КИЧЕРА,90340,01.04.2014,01.01.3000,ВОСТОЧНО-СИБИРСКАЯ,92,Российская Федерация,643
